# This file is used for indicating which content should be preloaded.
# If you think that some parameters are missing, then you can fetch 
# a new list by the command "cs_getParameterPreloadList".
#
# FIELDS
#  1) Producer name
#  2) Parameter name (Radon name)
#  3) Parameter level id type:
#         1 = FMI
#         2 = GRIB1
#         3 = GRIB2
#  4) Level id
#         FMI level identifiers:
#            1 Gound or water surface
#            2 Pressure level
#            3 Hybrid level
#            4 Altitude
#            5 Top of atmosphere
#            6 Height above ground in meters
#            7 Mean sea level
#            8 Entire atmosphere
#            9 Depth below land surface
#            10 Depth below some surface
#            11 Level at specified pressure difference from ground to level
#            12 Max equivalent potential temperature level
#            13 Layer between two metric heights above ground
#            14 Layer between two depths below land surface
#            15 Isothermal level, temperature in 1/100 K
#  5) Level
#  6) ForecastType
#  7) ForecastNumber
#  8) Preload requested (0 = No, 1 = Yes)
#

ECG;ALBEDO-0TO1;1;1;00000;1;-1;0;
ECG;ALBEDOSLR-0TO1;1;1;00000;1;-1;0;
ECG;CAPE-JKG;1;1;00000;1;-1;0;
ECG;CIN-JKG;1;1;00000;1;-1;0;
ECG;CLDBASE-M;1;1;00000;1;-1;0;
ECG;CLDICE-KGKG;1;3;00024;1;-1;0;
ECG;CLDICE-KGKG;1;3;00025;1;-1;0;
ECG;CLDICE-KGKG;1;3;00026;1;-1;0;
ECG;CLDICE-KGKG;1;3;00027;1;-1;0;
ECG;CLDICE-KGKG;1;3;00028;1;-1;0;
ECG;CLDICE-KGKG;1;3;00029;1;-1;0;
ECG;CLDICE-KGKG;1;3;00030;1;-1;0;
ECG;CLDICE-KGKG;1;3;00031;1;-1;0;
ECG;CLDICE-KGKG;1;3;00032;1;-1;0;
ECG;CLDICE-KGKG;1;3;00033;1;-1;0;
ECG;CLDICE-KGKG;1;3;00034;1;-1;0;
ECG;CLDICE-KGKG;1;3;00035;1;-1;0;
ECG;CLDICE-KGKG;1;3;00036;1;-1;0;
ECG;CLDICE-KGKG;1;3;00037;1;-1;0;
ECG;CLDICE-KGKG;1;3;00038;1;-1;0;
ECG;CLDICE-KGKG;1;3;00039;1;-1;0;
ECG;CLDICE-KGKG;1;3;00040;1;-1;0;
ECG;CLDICE-KGKG;1;3;00041;1;-1;0;
ECG;CLDICE-KGKG;1;3;00042;1;-1;0;
ECG;CLDICE-KGKG;1;3;00043;1;-1;0;
ECG;CLDICE-KGKG;1;3;00044;1;-1;0;
ECG;CLDICE-KGKG;1;3;00045;1;-1;0;
ECG;CLDICE-KGKG;1;3;00046;1;-1;0;
ECG;CLDICE-KGKG;1;3;00047;1;-1;0;
ECG;CLDICE-KGKG;1;3;00048;1;-1;0;
ECG;CLDICE-KGKG;1;3;00049;1;-1;0;
ECG;CLDICE-KGKG;1;3;00050;1;-1;0;
ECG;CLDICE-KGKG;1;3;00051;1;-1;0;
ECG;CLDICE-KGKG;1;3;00052;1;-1;0;
ECG;CLDICE-KGKG;1;3;00053;1;-1;0;
ECG;CLDICE-KGKG;1;3;00054;1;-1;0;
ECG;CLDICE-KGKG;1;3;00055;1;-1;0;
ECG;CLDICE-KGKG;1;3;00056;1;-1;0;
ECG;CLDICE-KGKG;1;3;00057;1;-1;0;
ECG;CLDICE-KGKG;1;3;00058;1;-1;0;
ECG;CLDICE-KGKG;1;3;00059;1;-1;0;
ECG;CLDICE-KGKG;1;3;00060;1;-1;0;
ECG;CLDICE-KGKG;1;3;00061;1;-1;0;
ECG;CLDICE-KGKG;1;3;00062;1;-1;0;
ECG;CLDICE-KGKG;1;3;00063;1;-1;0;
ECG;CLDICE-KGKG;1;3;00064;1;-1;0;
ECG;CLDICE-KGKG;1;3;00065;1;-1;0;
ECG;CLDICE-KGKG;1;3;00066;1;-1;0;
ECG;CLDICE-KGKG;1;3;00067;1;-1;0;
ECG;CLDICE-KGKG;1;3;00068;1;-1;0;
ECG;CLDICE-KGKG;1;3;00069;1;-1;0;
ECG;CLDICE-KGKG;1;3;00070;1;-1;0;
ECG;CLDICE-KGKG;1;3;00071;1;-1;0;
ECG;CLDICE-KGKG;1;3;00072;1;-1;0;
ECG;CLDICE-KGKG;1;3;00073;1;-1;0;
ECG;CLDICE-KGKG;1;3;00074;1;-1;0;
ECG;CLDICE-KGKG;1;3;00075;1;-1;0;
ECG;CLDICE-KGKG;1;3;00076;1;-1;0;
ECG;CLDICE-KGKG;1;3;00077;1;-1;0;
ECG;CLDICE-KGKG;1;3;00078;1;-1;0;
ECG;CLDICE-KGKG;1;3;00079;1;-1;0;
ECG;CLDICE-KGKG;1;3;00080;1;-1;0;
ECG;CLDICE-KGKG;1;3;00081;1;-1;0;
ECG;CLDICE-KGKG;1;3;00082;1;-1;0;
ECG;CLDICE-KGKG;1;3;00083;1;-1;0;
ECG;CLDICE-KGKG;1;3;00084;1;-1;0;
ECG;CLDICE-KGKG;1;3;00085;1;-1;0;
ECG;CLDICE-KGKG;1;3;00086;1;-1;0;
ECG;CLDICE-KGKG;1;3;00087;1;-1;0;
ECG;CLDICE-KGKG;1;3;00088;1;-1;0;
ECG;CLDICE-KGKG;1;3;00089;1;-1;0;
ECG;CLDICE-KGKG;1;3;00090;1;-1;0;
ECG;CLDICE-KGKG;1;3;00091;1;-1;0;
ECG;CLDICE-KGKG;1;3;00092;1;-1;0;
ECG;CLDICE-KGKG;1;3;00093;1;-1;0;
ECG;CLDICE-KGKG;1;3;00094;1;-1;0;
ECG;CLDICE-KGKG;1;3;00095;1;-1;0;
ECG;CLDICE-KGKG;1;3;00096;1;-1;0;
ECG;CLDICE-KGKG;1;3;00097;1;-1;0;
ECG;CLDICE-KGKG;1;3;00098;1;-1;0;
ECG;CLDICE-KGKG;1;3;00099;1;-1;0;
ECG;CLDICE-KGKG;1;3;00100;1;-1;0;
ECG;CLDICE-KGKG;1;3;00101;1;-1;0;
ECG;CLDICE-KGKG;1;3;00102;1;-1;0;
ECG;CLDICE-KGKG;1;3;00103;1;-1;0;
ECG;CLDICE-KGKG;1;3;00104;1;-1;0;
ECG;CLDICE-KGKG;1;3;00105;1;-1;0;
ECG;CLDICE-KGKG;1;3;00106;1;-1;0;
ECG;CLDICE-KGKG;1;3;00107;1;-1;0;
ECG;CLDICE-KGKG;1;3;00108;1;-1;0;
ECG;CLDICE-KGKG;1;3;00109;1;-1;0;
ECG;CLDICE-KGKG;1;3;00110;1;-1;0;
ECG;CLDICE-KGKG;1;3;00111;1;-1;0;
ECG;CLDICE-KGKG;1;3;00112;1;-1;0;
ECG;CLDICE-KGKG;1;3;00113;1;-1;0;
ECG;CLDICE-KGKG;1;3;00114;1;-1;0;
ECG;CLDICE-KGKG;1;3;00115;1;-1;0;
ECG;CLDICE-KGKG;1;3;00116;1;-1;0;
ECG;CLDICE-KGKG;1;3;00117;1;-1;0;
ECG;CLDICE-KGKG;1;3;00118;1;-1;0;
ECG;CLDICE-KGKG;1;3;00119;1;-1;0;
ECG;CLDICE-KGKG;1;3;00120;1;-1;0;
ECG;CLDICE-KGKG;1;3;00121;1;-1;0;
ECG;CLDICE-KGKG;1;3;00122;1;-1;0;
ECG;CLDICE-KGKG;1;3;00123;1;-1;0;
ECG;CLDICE-KGKG;1;3;00124;1;-1;0;
ECG;CLDICE-KGKG;1;3;00125;1;-1;0;
ECG;CLDICE-KGKG;1;3;00126;1;-1;0;
ECG;CLDICE-KGKG;1;3;00127;1;-1;0;
ECG;CLDICE-KGKG;1;3;00128;1;-1;0;
ECG;CLDICE-KGKG;1;3;00129;1;-1;0;
ECG;CLDICE-KGKG;1;3;00130;1;-1;0;
ECG;CLDICE-KGKG;1;3;00131;1;-1;0;
ECG;CLDICE-KGKG;1;3;00132;1;-1;0;
ECG;CLDICE-KGKG;1;3;00133;1;-1;0;
ECG;CLDICE-KGKG;1;3;00134;1;-1;0;
ECG;CLDICE-KGKG;1;3;00135;1;-1;0;
ECG;CLDICE-KGKG;1;3;00136;1;-1;0;
ECG;CLDICE-KGKG;1;3;00137;1;-1;0;
ECG;CLDWAT-KGKG;1;3;00024;1;-1;0;
ECG;CLDWAT-KGKG;1;3;00025;1;-1;0;
ECG;CLDWAT-KGKG;1;3;00026;1;-1;0;
ECG;CLDWAT-KGKG;1;3;00027;1;-1;0;
ECG;CLDWAT-KGKG;1;3;00028;1;-1;0;
ECG;CLDWAT-KGKG;1;3;00029;1;-1;0;
ECG;CLDWAT-KGKG;1;3;00030;1;-1;0;
ECG;CLDWAT-KGKG;1;3;00031;1;-1;0;
ECG;CLDWAT-KGKG;1;3;00032;1;-1;0;
