# This file is automatically generated by the grid engine. The file contains
# mappings for the parameters found from the content server, which do not have
# mappings already defined. The point is that the query server cannot find 
# requested parameters without mappings. On the other hand, the order of the mappings
# is also the search order of the parameters that do not contain complete search 
# information (parameterIdType,levelIdType,levelId,level,etc.)
# 
# If you want to change some of the mappings or their order, then you should move
# them to a permanent mapping file (which is not automatically overridden.
# 
# FIELDS:
#  1) Producer name
#  2) Mapping name
#  3) Parameter id type:
#         1 = FMI_ID
#         2 = FMI_NAME
#         3 = GRIB_ID
#         4 = NEWBASE_ID
#         5 = NEWBASE_NAME
#         6 = CDM_ID
#         7 = CDM_NAME
#  4) Parameter id / name
#  5) Geometry id
#  6) Parameter level id type:
#         1 = FMI
#         2 = GRIB1
#         3 = GRIB2
#  7) Level id
#         FMI level identifiers:
#            1 Gound or water surface
#            2 Pressure level
#            3 Hybrid level
#            4 Altitude
#            5 Top of atmosphere
#            6 Height above ground in meters
#            7 Mean sea level
#            8 Entire atmosphere
#            9 Depth below land surface
#            10 Depth below some surface
#            11 Level at specified pressure difference from ground to level
#            12 Max equivalent potential temperature level
#            13 Layer between two metric heights above ground
#            14 Layer between two depths below land surface
#            15 Isothermal level, temperature in 1/100 K
#  8) Level
#  9) Area interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         500..999 = List
#         1000..65535 = External (interpolated by an external function)
# 10) Time interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         1000..65535 = External (interpolated by an external function)
# 11) Level interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         5 = Logarithmic
#         1000..65535 = External (interpolated by an external function)
# 12) Group flags
#         bit 0 = Climatological parameter (=> ignore year when searching) 
# 13) Search match (Can this mapping used when searching mappings for incomplete parameters)
#         E = Enabled
#         D = Disabled
#         I = Ignore
# 14) Mapping function (enables data conversions during the mapping)
# 15) Reverse mapping function
# 16) Default precision
# 
ERA5;SWVL1-M3M3;3;39;5010;1;9;00007;1;1;1;0;D;;;;
ERA5;SWVL2-M3M3;3;40;5010;1;9;01820;1;1;1;0;D;;;;
ERA5;SWVL3-M3M3;3;41;5010;1;9;07268;1;1;1;0;D;;;;
ERA5;SWVL4-M3M3;3;42;5010;1;9;25855;1;1;1;0;D;;;;
ERA5;T-K;3;167;5010;1;1;00000;1;1;1;0;D;;;;
ERA5;TD-C;3;168;5010;1;1;00000;1;1;1;0;D;;;;
ERA5;TG-K;3;139;5010;1;9;00007;1;1;1;0;D;;;;
ERA5;STL2-K;3;170;5010;1;9;01820;1;1;1;0;D;;;;
ERA5;STL3-K;3;183;5010;1;9;07268;1;1;1;0;D;;;;
ERA5;STL4-K;3;236;5010;1;9;25855;1;1;1;0;D;;;;
ERA5;U-MS;3;165;5010;1;1;00000;1;1;1;0;D;;;;
ERA5;V-MS;3;166;5010;1;1;00000;1;1;1;0;D;;;;
ERA5L;EVAP-KGM2;3;182;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;HSNOW-M;3;141;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;PGR-PA;3;134;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;RO-M;3;205;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;RR-KGM2;3;228;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;SD-M;3;500045;5009;1;0;00000;1;1;1;0;D;;;;
ERA5L;SKT-K;3;235;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;SNACC-KGM2;3;144;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;SND-KGM3;3;33;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;SWVL1-M3M3;3;39;5009;1;9;00007;1;1;1;0;D;;;;
ERA5L;SWVL2-M3M3;3;40;5009;1;9;01820;1;1;1;0;D;;;;
ERA5L;SWVL3-M3M3;3;41;5009;1;9;07268;1;1;1;0;D;;;;
ERA5L;SWVL4-M3M3;3;42;5009;1;9;25855;1;1;1;0;D;;;;
ERA5L;T-K;3;167;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;TD-C;3;168;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;TG-K;3;139;5009;1;9;00007;1;1;1;0;D;;;;
ERA5L;STL2-K;3;170;5009;1;9;01820;1;1;1;0;D;;;;
ERA5L;STL3-K;3;183;5009;1;9;07268;1;1;1;0;D;;;;
ERA5L;STL4-K;3;236;5009;1;9;25855;1;1;1;0;D;;;;
ERA5L;U-MS;3;165;5009;1;1;00000;1;1;1;0;D;;;;
ERA5L;V-MS;3;166;5009;1;1;00000;1;1;1;0;D;;;;
ERA5;TSOIL-K;3;170;5010;1;9;01820;1;1;1;0;D;;;;
ERA5L;TSOIL-K;3;170;5009;1;9;01820;1;1;1;0;D;;;;
HOPSSF;RR-KGM2;3;228;5012;1;0;00000;1;1;1;0;D;;;;
HOPSSF;T-K;3;500010;5012;1;0;00000;1;1;1;0;D;;;;
